Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,Central Parking - 146 W 57th St,146 West 57th Street,Underground Parking,New York,NY,10019,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.764609,-73.979517,01/22/2021,164738,2021-01-22 22:55:21,,,,,J1772
ELEC,STARR LIBRARY,68 W Market St,STARR LIBRARY,Rhinebeck,NY,12572,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.926380,-73.918381,01/23/2021,162159,2021-01-23 00:19:13,,,,,J1772
ELEC,ULSTER COUNTY,1 Development Court,"DSS 1; Behind Department of Social Services Building. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.DSS 2; Behind Department of Social Services Building. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.DSS 3; Behind Department of Social Services Building. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.947224,-73.995025,01/23/2021,162351,2021-01-23 00:19:13,,,,,J1772
ELEC,NATIONAL GRID,3954 NY-31,CHILISLIVERPOOL; Side of chili’s near back of the restaurant,Liverpool,NY,13090,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.184548,-76.238194,01/23/2021,162210,2021-01-23 00:19:13,,,,,J1772
ELEC,Ellwanger Estate Bed & Breakfast - Tesla Destination,625 Mt Hope Ave,,Rochester,NY,14620,,585-314-1793  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.137550,-77.615609,11/03/2020,115224,2020-11-18 00:06:10,P,,,12/15/2016,TESLA
ELEC,Rondout Valley Central School District Office,122 Kyserike Rd,,Accord,NY,12404,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,41.814199,-74.189316,04/08/2020,123062,2020-04-08 12:29:55,P,,,04/01/2019,J1772
ELEC,The Fern Lodge - Tesla Destination,46 Fiddlehead Bay Rd,,Chestertown,NY,12817,,518-494-7238  877-798-3752,E,,Public,24 hours daily; for customer use only,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.625316,-73.850472,11/03/2020,114923,2020-11-18 00:06:10,P,,,11/01/2018,TESLA
ELEC,HUDSON PRESERVE,2507 Brooke Cir,BLDG 25 #1,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.734540,-73.728250,01/23/2021,143272,2021-01-23 00:19:13,,,,,J1772
ELEC,Grand Ave Bus Depot & Central Maintenance Facility,4805 Grand Ave,,Maspeth,NY,11378,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,40.717426,-73.920236,04/08/2020,123115,2020-04-08 12:29:55,P,,,04/01/2019,J1772
ELEC,24 STATE STREET,35 Lincoln Ave,SPIEGEL CENTER,Pittsford,NY,14534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.089355,-77.519620,01/23/2021,147217,2021-01-23 00:19:13,,,,,J1772
ELEC,New York Power Authority - Blenheim-Gilboa Project,397 Power Plant Access Rd,,Gilboa,NY,12076,,866-816-7584,E,,Public,Business hours,,,2,,,EV Connect,http://evconnect.com/,200-9,42.442290,-74.447636,04/08/2020,94840,2020-04-08 12:29:55,P,,,05/29/2016,J1772
ELEC,TRANSITION,11 Cornell Ave,HOBART; Behind the community hall,Hobart,NY,13788,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.372190,-74.667225,01/23/2021,162389,2021-01-23 00:19:13,,,,,J1772
ELEC,DCEC - N DEPOT,7 Depot St,,Delhi,NY,13753,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.271027,-74.919526,01/23/2021,171241,2021-01-23 00:19:13,,,,,J1772
ELEC,"The Ritz-Carlton Residences, Long Island - Tesla Destination",6000 Royal Court,,North Hills,NY,11040,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.769686,-73.688986,11/03/2020,169195,2020-11-18 00:06:10,P,,,11/03/2020,J1772 TESLA
ELEC,VWOFHUNTINGTON,800-878 New York 25,VW_408382_A; -,Huntington Station,NY,11746,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.834394,-73.380570,01/23/2021,162429,2021-01-23 00:19:13,,,,,J1772
ELEC,RIVERHEAD BAY,1521 Old Country Rd,VW_408150_A; East Part of Front Parking Lot,Riverhead,NY,11901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.925695,-72.692471,01/23/2021,162424,2021-01-23 00:19:13,,,,,J1772
ELEC,New York Hospital Queens - Tesla Destination,56-45 Main Street,,Flushing,NY,11355,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.747190,-73.825366,11/03/2020,168984,2020-11-18 23:28:44,P,,,11/03/2020,TESLA
ELEC,MARKET 32 EV,1930 Saranac Ave,SARANAC EV1; To the right of front entrance.SARANAC EV2; To the right of front entrance.,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,44.294688,-74.011179,01/23/2021,158556,2021-01-23 00:19:13,,,,,J1772
ELEC,MAIN,1133 Route 414 Parking Garage,"2ND FLOOR 1 GW; 2nd floor near stairs, against front wall2ND FLOOR 2 NGW; 2nd floor of parking garage, at front wall, near casino entrance",Waterloo,NY,13165,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.969486,-76.845264,01/23/2021,162377,2021-01-23 00:19:13,,,,,J1772
ELEC,MIDDLE COUNTRY,575 Middle Country Rd,SELDEN,Selden,NY,11784,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.867476,-73.033034,01/23/2021,162152,2021-01-23 00:19:13,,,,,J1772
ELEC,Taste NY Market,4640 Taconic State Pkwy N,,Lagrangeville,NY,12540,,845-849-0247,E,,Public,Store business hours,,,2,,,EV Connect,http://evconnect.com/,GPS,41.656857,-73.789422,04/08/2020,94856,2020-06-15 16:07:25,P,,,03/25/2020,J1772
ELEC,CHARLIE JOHNS,111 Elm Lake Road,CHARLIE JOHNS; Behind Lane Emporium,Speculator,NY,12164,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.502346,-74.364188,01/23/2021,163426,2021-01-23 00:19:13,,,,,J1772
ELEC,NATIONAL GRID,301 1st St,NICHOLS; Side of Nichols liquor inc,Liverpool,NY,13088,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.101581,-76.207454,01/23/2021,162245,2021-01-23 00:19:13,,,,,J1772
ELEC,Standard Parking 270 Greenwich - Tesla Destination,270 Greenwich St,,New York,NY,10007,,800-836-6666  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.715543,-74.011435,11/03/2020,115076,2020-11-18 00:06:10,P,,,11/01/2018,J1772 TESLA
ELEC,EVCS@MUNI LOT,7 Hudson St,KINDERHOOK VILL,Kinderhook,NY,12106,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.394810,-73.697553,01/23/2021,162131,2021-01-23 00:19:13,,,,,J1772
ELEC,DEFREETSVILLE 1,649 Bloomingrove Dr,DEFREESTVILLE; Back corner of park and ride lot,Rensselaer,NY,12144,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.652680,-73.696239,01/23/2021,162302,2021-01-23 00:19:13,,,,,J1772
ELEC,MARKET CENTER,55 Railroad Pl,55 RAILROAD 1.1; Bottom floor of parking garage near Price Chopper limited 55 RAILROAD 1.2; Bottom level of parking garage near Price Chopper limited 55 RAILROAD 1.3; Bottom level of parking garage near Price Chopper limited,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,43.082251,-73.788133,01/23/2021,170004,2021-01-23 00:19:13,,,,,J1772
ELEC,Tuthilltown Spirits - Tesla Destination,14 Gristmill Ln,,Gardiner,NY,12525,,845-633-8734  877-798-3752,E,,Public,24 hours daily,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.687197,-74.175388,11/03/2020,114944,2020-11-18 00:06:10,P,,,02/01/2016,J1772 TESLA
ELEC,ERIE COUNTY,3781 main street,GROVER CLEVELAN,Amerst,NY,14226,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.957832,-78.810768,01/23/2021,165269,2021-01-23 00:19:13,,,,,J1772
ELEC,3555 Main Street - Tesla Destination,3555 Main Street,,Stone Ridge,NY,12484,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.852541,-74.139181,11/03/2020,168549,2020-11-18 00:06:10,P,,,11/03/2020,TESLA
ELEC,CLAY STATION,4401 NY-31,TOWN OF CLAY,Clay,NY,13041,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.187020,-76.208299,01/23/2021,162291,2021-01-23 00:19:13,,,,,J1772
ELEC,Hoss Country Corner,1142 Main St,,Long Lake,NY,12847,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,2,,,EV Connect,http://evconnect.com/,GPS,43.968800,-74.418652,04/08/2020,154880,2020-04-08 12:29:55,P,,,04/13/2019,J1772
ELEC,ALBANESE ORG,95 North End Ave,NS1-211NORTHEND,New York,NY,10282,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.715102,-74.016329,01/23/2021,162490,2021-01-23 00:19:13,,,,,J1772
ELEC,ECONOLODGE,237 W Main St,ECONOLODGE 1.1; In Front of building 3,Malone,NY,12953,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.848682,-74.306880,01/23/2021,154172,2021-01-23 00:19:13,,,,,J1772
ELEC,DOUBLETREEHOTEL,455 S Broadway,DC FAST CHARGER; ChargePoint BMW & VW Express Corridor Location,Tarrytown,NY,10591,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.061410,-73.862829,01/23/2021,162399,2021-01-23 00:19:13,,,,,J1772COMBO
ELEC,PUBLIC RESTROOM,10 Rock City Rd Chamber of Commerce,WOODSTOCK COMME; By public rest rooms,Woodstock,NY,12498,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.041481,-74.117992,01/23/2021,162252,2021-01-23 00:19:13,,,,,J1772
ELEC,Holiday Inn Express & Suites Saugerties - Hudson Valley,9 Old Rte 32,,Saugerties,NY,12477,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,http://evconnect.com/,GPS,42.087996,-73.975551,04/08/2020,154659,2020-04-08 12:29:55,P,,,03/20/2020,J1772
ELEC,CHHA2 Garages,532 W 122nd St,,New York,NY,10027,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts PayPal and Apple Pay,A D M V,,4,,,EV Connect,http://evconnect.com/,GPS,40.811438,-73.960481,12/03/2020,168414,2020-12-03 22:33:12,P,,,08/28/2020,J1772
ELEC,Icon Parking 560 Third Ave - Tesla Destination,560 3rd Ave,,New York,NY,10016,,212-599-9807  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.748094,-73.976864,11/03/2020,115162,2020-11-18 00:06:10,P,,,05/01/2016,J1772 TESLA
ELEC,iPark 247 N 7th Street - Tesla Destination,249 N 7th St,,Brooklyn,NY,11248,,929-337-8633  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.716085,-73.954508,11/03/2020,114894,2020-11-18 00:06:10,P,,,03/01/2017,J1772 TESLA
ELEC,STONY BROOK UNV,Service Rd,AUTOMOTIVE; Fleet use only,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.915314,-73.129239,01/23/2021,162404,2021-01-23 00:19:13,,,,,J1772
ELEC,PICOTTE,1 Park Pl,PARK PLACE 1,Colonie,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.715828,-73.814990,01/23/2021,147503,2021-01-23 00:19:13,,,,,J1772
ELEC,NATIONAL GRID,488 Fairview Ave,KOHLS HUDSON,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.281075,-73.751372,01/23/2021,162177,2021-01-23 00:19:13,,,,,J1772
ELEC,Sebonack Golf Club - Tesla Destination,405 Sebonac Rd,,Southampton,NY,11968,,631-287-4444  877-798-3752,E,,Public,24 hours daily; for member use only; see front desk for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.902715,-72.450378,11/03/2020,115239,2020-11-18 00:06:10,P,,,01/01/2016,TESLA
ELEC,Clarion Pointe - Rochester,2729 Monroe Ave,,Rochester,NY,14618,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,1,,,EV Connect,http://evconnect.com/,GPS,43.112674,-77.550963,04/08/2020,155078,2020-04-08 12:29:55,P,,,08/20/2019,J1772
ELEC,BEAM CHARGING,375 Park Ave,SEAGRAMS BLDG; See valet attendant to use charging station.,New York,NY,10152,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.758462,-73.972211,01/23/2021,162500,2021-01-23 00:19:13,,,,,J1772
ELEC,Icon Parking 30 W 63rd St - Tesla Destination,30 W 63rd St,,New York,NY,10023,,212-586-1660  877-798-3752,E,,Public,24 hours daily; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.770769,-73.981573,11/03/2020,115081,2020-11-18 00:06:10,P,,,11/01/2016,TESLA
ELEC,City of Poughkeepsie - Market Street Garage,41 Civic Center Plaza,,Poughkeepsie,NY,12601,,845-451-4120,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.704628,-73.927527,09/03/2020,165095,2020-09-03 19:35:48,LG,,,08/10/2020,J1772
ELEC,NATIONAL GRID,54 Crossing Blvd,KOHLS CLIFTON; Near main entrance,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.860939,-73.771285,01/23/2021,162199,2021-01-23 00:19:13,,,,,J1772
ELEC,SHG,21 Big Boom Rd,FAIRFIELD 1.1; Back parking lot of new Fairfield inn hotelFAIRFIELD 1.2; Rear parking lot of new Fairfield inn hotelFAIRFIELD 1.3; Rear parking lot of new Fairfield inn hotel FAIRFIELD 1.4; Bark parking lot of new fairfield inn queenburyFAIRFIELD 1.5; Rear parking lot of new Fairfield inn hotel,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-8,43.296105,-73.677611,01/23/2021,170293,2021-01-23 00:19:13,,,,,J1772
ELEC,Jamestown Community College,525 Falconer St,,Jamestown,NY,14702,,716-338-1000,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.114535,-79.217718,06/09/2020,65299,2020-06-09 16:47:26,LG,,,10/01/2015,J1772
ELEC,Burger King Farmington NY,1238 State Route 332,,Farmington,NY,14425,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,42.972609,-77.354868,01/22/2021,164403,2021-01-22 22:55:21,,,,,J1772
ELEC,MAMARONECK BMW,282-300 W Boston Post Rd,STATION 01,Mamaroneck,NY,10543,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.946568,-73.735108,01/23/2021,162441,2021-01-23 00:19:13,,,,,J1772
ELEC,Rapid Parking,25 Beekman St,,New York,NY,10038,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.710636,-74.006195,01/22/2021,155235,2021-01-22 22:55:21,,,,,J1772
ELEC,Saratoga Auto Museum - Tesla Destination,110 Ave of the Pines,,Saratoga Springs,NY,12866,,518-587-1935  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,43.057371,-73.804293,11/03/2020,115234,2020-11-18 00:06:10,P,,,10/01/2012,TESLA
ELEC,BURNS MGT,222 Heritage Rd,HV 4; -HV 5; -,Guilderland,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,42.692239,-73.888335,01/23/2021,121688,2021-01-23 00:19:13,,,,,J1772
ELEC,Mohawk Ramp,477 Washington St,,Buffalo,NY,14203,,716-849-5812  866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.887468,-78.872406,03/03/2020,105187,2020-03-03 21:13:47,P,,,10/01/2018,J1772
ELEC,Icon Parking 1350 Avenue of the Americas - Tesla Destination,1350 6th Ave,,New York,NY,10019,,877-727-5464  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.762653,-73.977846,11/03/2020,115013,2020-11-18 00:06:10,P,,,01/01/2016,J1772 TESLA
ELEC,Unique Parking,47 E 21st Street,,New York,NY,10010,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.739376,-73.987898,01/22/2021,167661,2021-01-22 22:55:21,,,,,J1772
ELEC,610 Warren Street - Tesla Destination,610 Warren Street,,Brooklyn,NY,11217,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.681274,-73.981216,11/03/2020,168558,2020-11-18 00:06:10,P,,,11/03/2020,TESLA
ELEC,STEINSCHINDER,8 W Main St,8W MAIN ST; -,Hastings-on-Hudson,NY,10706,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.994445,-73.882657,01/23/2021,156655,2021-01-23 00:19:13,,,,,J1772
ELEC,SUNY ADIRONDACK,640 Bay Rd,SUNY ACC 1.1; North End of SUNY Adirondack campusSUNY ACC 1.2; North End of SUNY Adirondack campusSUNY ACC 1.3; North End of SUNY Adirondack campusSUNY ACC 1.4; North End of SUNY Adirondack campus SUNY ACC 1.5; North End of SUNY Adirondack campus,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-9,43.353067,-73.653559,01/23/2021,167140,2021-01-23 00:19:13,,,,,J1772
ELEC,Hudson Valley Towne Center - Tesla Supercharger,18 Westage Drive,,Fishkill,NY,12524,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,12,,Tesla,http://www.teslamotors.com/supercharger,GPS,41.526740,-73.894500,08/10/2020,154792,2020-08-27 20:39:12,P,,,03/27/2020,TESLA
ELEC,Icon Parking 330 E 39th Street - Tesla Destination,330  E 39th St,,New York,NY,10016,,212-599-8670  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.747123,-73.972257,11/03/2020,115098,2020-11-18 00:06:10,P,,,06/01/2016,J1772 TESLA
ELEC,PERRY CHARGING,38 N Main St,PERRY CHARGING,Perry,NY,14530,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.717358,-78.002460,01/23/2021,156352,2021-01-23 00:19:13,,,,,J1772
ELEC,GMC Parking 420 E 53rd - Tesla Destination,420 E 53rd St,,New York,NY,10022,,212-759-5290  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.755013,-73.963549,11/03/2020,115130,2020-11-18 00:06:10,P,,,11/01/2018,TESLA
ELEC,New York University - Plaza Nursery School,110 Bleecker St,,New York,NY,10011,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,40.727362,-73.997533,05/06/2020,123058,2020-05-06 17:56:57,P,,,04/01/2019,J1772
ELEC,TOWNOFHEMPSTEAD,1501 Lido Blvd,EAST MARINA 1N; Solar CarportEAST MARINA 2; -EAST MARINA 3S; -,Point Lookout,NY,11569,,888-758-4389,E,,Public,24 hours daily,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.592409,-73.585343,01/23/2021,162282,2021-01-23 00:19:13,,,,,J1772
ELEC,Letchworth State Park,1 Letchworth State Park,,Castile,NY,14427,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.590383,-78.026753,06/09/2020,123260,2020-06-09 16:47:26,P,,,04/01/2019,J1772
ELEC,Smoky Rock BBQ - Tesla Destination,6367 Mill St,,Rhinebeck,NY,12572,,845-876-5232  877-798-3752,E,,Public,24 hours daily; for customer use only,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.925496,-73.913269,11/03/2020,115217,2020-11-18 00:06:10,P,,,12/15/2016,TESLA
ELEC,MASTERCARD INT,2000 Purchase St,STATIION1STATION 6STATION 7STATION 8STATION 9,Harrison,NY,10577,,888-758-4389,E,,Public,24 hours daily,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.024512,-73.711257,01/23/2021,118044,2021-01-23 00:19:13,,,,,J1772
ELEC,Sylvan Kissena Garage LLC - Tesla Destination,43-70 Kissena Blvd,,Flushing,NY,11355,,718-463-2070  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.753639,-73.823616,11/03/2020,122481,2020-11-18 00:06:10,P,,,03/01/2019,TESLA
ELEC,Ruge's Chevrolet,3692 Route 44,,Millbrook,NY,12545,,845-444-3039,E,,Public - Call ahead,Dealership business hours; for customer use only,,,1,,,Non-Networked,,200-9,41.791563,-73.659717,03/03/2020,53442,2020-03-03 21:13:47,P,,,10/01/2012,J1772
ELEC,Champlain Centre - Tesla Supercharger,60 Smithfield Blvd.,,Plattsburgh,NY,12901,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-8,44.704500,-73.491800,08/10/2020,102340,2020-08-27 20:39:12,P,,,06/01/2016,TESLA
ELEC,CCE TOMPKINS,615 Willow Ave,STATION ONE; Rear parking lot,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.450688,-76.503432,01/23/2021,165558,2021-01-23 00:19:13,,,,,J1772
ELEC,MUNICIPAL EVSE,1 Civic Center Plaza,COOL INSURING,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.307785,-73.641884,01/23/2021,155384,2021-01-23 00:19:13,,,,,J1772
ELEC,Adirondack Pub & Brewery,33 Canada St,,Lake George,NY,12845,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts Paypal,A D M V,,4,,,EV Connect,http://evconnect.com/,GPS,43.418575,-73.713812,04/08/2020,155025,2020-04-08 12:29:55,P,,,08/07/2019,J1772
ELEC,ULSTER COUNTY,5 Pearl St,"CARR BUILDING; Parking area restricted to employees only during working hours and is available to the public all other times. The fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.932591,-74.016136,01/23/2021,162352,2021-01-23 00:19:13,,,,,J1772
ELEC,NATIONAL GRID,670 Liberty St,UNION COLLEGE; I front of 80 Nott Terrace Clarkson University capital region campus,Schenectady,NY,12305,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.814021,-73.934518,01/23/2021,162225,2021-01-23 00:19:13,,,,,J1772
ELEC,STONY BROOK UNV,100 Nicolls Road,ADMIN 1; -ADMIN 2; -,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.913685,-73.116048,01/23/2021,165784,2021-01-23 00:19:13,,,,,J1772
ELEC,CASE CENTER LOT,Perimeter Rd,PALAMOUNTAIN,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.098201,-73.783743,01/23/2021,123549,2021-01-23 00:19:13,,,,,J1772
ELEC,Village of Lima,7327 E Main St,"Located in the municipal parking lot behind the Lima Courthouse, 200 feet east of the intersection of routes 5&20 and 15A",Lima,NY,14485,,585-624-2210,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.905519,-77.611086,06/09/2020,103810,2020-06-09 16:47:26,P,,,09/17/2018,J1772
ELEC,CARCHARGING120!,120 E Hartsdale Ave,120 HARTSDALE; Basement parking garage,Hartsdale,NY,10530,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.014570,-73.797270,01/23/2021,152400,2021-01-23 00:19:13,,,,,J1772
ELEC,FEHBOCES,23 Huskie Ln,FEH BOCES,Malone,NY,12953,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.841328,-74.281940,01/23/2021,170502,2021-01-23 00:19:13,,,,,J1772
